,index,amount,transaction_id,rate,flat_fee,product,Date 
35944,1197,127,pos_1617710472425362127,0.01,2,pos,6/4/2021
36215,1200,139,pos_1617713008774432139,0.01,2,pos,6/4/2021
39628,1202,35,pos_1617799523858878035,0.01,2,pos,7/4/2021
16018,1203,195,pos_1617786056455081195,0.01,2,pos,7/4/2021
7863,1206,111,pos_1617810914650888111,0.01,2,pos,7/4/2021
43974,1208,347,pos_1617820868623152347,0.01,2,pos,7/4/2021
23102,1212,166,pos_1617791075439294166,0.01,2,pos,7/4/2021
36230,1216,142,pos_1617859651654331142,0.01,2,pos,8/4/2021
28389,1219,166,pos_1617903967514455166,0.01,2,pos,8/4/2021
47285,1221,84,pos_1617864842865422084,0.01,2,pos,8/4/2021
9514,1224,54,pos_1617891806874812054,0.01,2,pos,8/4/2021
24266,1229,18,pos_1617964480589784018,0.01,2,pos,9/4/2021
41151,1230,89,pos_1617970568738051089,0.01,2,pos,9/4/2021
37305,1231,195,pos_1617981369823870195,0.01,2,pos,9/4/2021
34468,1236,308,pos_1617990199775145308,0.01,2,pos,9/4/2021
26008,1238,77,pos_1617979475090758077,0.01,2,pos,9/4/2021
3420,1240,74,pos_1617995075170917074,0.01,2,pos,9/4/2021
11988,1241,28,pos_1617977360203539028,0.01,2,pos,9/4/2021
23424,1242,56,pos_1617940441477491056,0.01,2,pos,9/4/2021
5441,1243,62,pos_1617958391295243062,0.01,2,pos,9/4/2021
31616,1244,94,pos_1618017657522740094,0.01,2,pos,10/4/2021
24625,1248,253,pos_1618067423528027253,0.01,2,pos,10/4/2021
5979,1253,53,pos_1618073099786302053,0.01,2,pos,10/4/2021
12075,1258,110,pos_1618094530003537110,0.01,2,pos,10/4/2021
1233,1260,71,pos_1618046159040642071,0.01,2,pos,10/4/2021
14738,1262,26,pos_1618153070000390026,0.01,2,pos,11/4/2021
21336,1264,207,pos_1618139973634655207,0.01,2,pos,11/4/2021
16260,1265,59,pos_1618122508285230059,0.01,2,pos,11/4/2021
21910,1270,192,pos_1618139248252474192,0.01,2,pos,11/4/2021
15024,1273,70,pos_1618136013918255070,0.01,2,pos,11/4/2021
4743,1275,174,pos_1618136481478048174,0.01,2,pos,11/4/2021
26985,1278,31,pos_1618221251596324031,0.01,2,pos,12/4/2021
47261,1280,191,pos_1618187608550109191,0.01,2,pos,12/4/2021
1430,1283,24,pos_1618246117644231024,0.01,2,pos,12/4/2021
2228,1286,16,pos_1618207411509574016,0.01,2,pos,12/4/2021
10586,1288,13,pos_1618248473727640013,0.01,2,pos,12/4/2021
9845,1289,89,pos_1618199290848091089,0.01,2,pos,12/4/2021
37941,1296,262,pos_1618302541888037262,0.01,2,pos,13/04/2021
11173,1297,5,pos_1618332227087451005,0.01,2,pos,13/04/2021
17173,1305,96,pos_1618286733358854096,0.01,2,pos,13/04/2021
41253,1309,306,pos_1618311191728477306,0.01,2,pos,13/04/2021
30646,1315,45,pos_1618367482387020045,0.01,2,pos,14/04/2021
17100,1316,43,pos_1618403547338393043,0.01,2,pos,14/04/2021
45909,1318,49,pos_1618406764835174049,0.01,2,pos,14/04/2021
29525,1325,212,pos_1618470606759438212,0.01,2,pos,15/04/2021
15532,1326,84,pos_1618480500805809084,0.01,2,pos,15/04/2021
39967,1328,102,pos_1618476282646520102,0.01,2,pos,15/04/2021
13340,1329,208,pos_1618456565849681208,0.01,2,pos,15/04/2021
17376,1333,18,pos_1618484330578075018,0.01,2,pos,15/04/2021
33905,1334,157,pos_1618463573162047157,0.01,2,pos,15/04/2021
35081,1335,214,pos_1618483766268830214,0.01,2,pos,15/04/2021
6516,1338,124,pos_1618595367895055124,0.01,2,pos,16/04/2021
1854,1340,10,pos_1618571582689429010,0.01,2,pos,16/04/2021
603,1341,239,pos_1618578780327724239,0.01,2,pos,16/04/2021
16049,1342,188,pos_1618587044493004188,0.01,2,pos,16/04/2021
28533,1344,109,pos_1618556608738962109,0.01,2,pos,16/04/2021
40104,1348,87,pos_1618554320837058087,0.01,2,pos,16/04/2021
37660,1350,80,pos_1618576908151481080,0.01,2,pos,16/04/2021
37878,1356,161,pos_1618584749581110161,0.01,2,pos,16/04/2021
2803,1358,57,pos_1618648195524844057,0.01,2,pos,17/04/2021
17721,1362,220,pos_1618677736413982220,0.01,2,pos,17/04/2021
6290,1377,166,pos_1618742057309977166,0.01,2,pos,18/04/2021
14137,1378,34,pos_1618704513250381034,0.01,2,pos,18/04/2021
7489,1383,81,pos_1618746123724415081,0.01,2,pos,18/04/2021
8688,1386,24,pos_1618772732939166024,0.01,2,pos,18/04/2021
25978,1387,113,pos_1618760114507993113,0.01,2,pos,18/04/2021
44448,1389,122,pos_1618830259760075122,0.01,2,pos,19/04/2021
27558,1394,101,pos_1618839889061686101,0.01,2,pos,19/04/2021
7,1398,28,pos_1618829986308460028,0.01,2,pos,19/04/2021
44365,1401,144,pos_1618841133677659144,0.01,2,pos,19/04/2021
9032,1405,153,pos_1618927906420211153,0.01,2,pos,20/04/2021
28157,1407,29,pos_1618903879612885029,0.01,2,pos,20/04/2021
46489,1409,52,pos_1618917567104266052,0.01,2,pos,20/04/2021
18042,1411,30,pos_1618907441587297030,0.01,2,pos,20/04/2021
42201,1414,201,pos_1618902229270122201,0.01,2,pos,20/04/2021
15644,1415,52,pos_1618927793747521052,0.01,2,pos,20/04/2021
6460,1417,285,pos_1618907763719914285,0.01,2,pos,20/04/2021
16222,1418,76,pos_1618910485486416076,0.01,2,pos,20/04/2021
14933,1422,17,pos_1618983411761339017,0.01,2,pos,21/04/2021
865,1426,139,pos_1619018203320984139,0.01,2,pos,21/04/2021
36287,1429,125,pos_1619002552530873125,0.01,2,pos,21/04/2021
41920,1435,87,pos_1619086477967417087,0.01,2,pos,22/04/2021
36528,1439,77,pos_1619062889226088077,0.01,2,pos,22/04/2021
39216,1440,173,pos_1619052486794546173,0.01,2,pos,22/04/2021
16499,1441,59,pos_1619065733380917059,0.01,2,pos,22/04/2021
9843,1443,184,pos_1619102910173219184,0.01,2,pos,22/04/2021
31639,1445,130,pos_1619076000484227130,0.01,2,pos,22/04/2021
11283,1452,104,pos_1619182381175231104,0.01,2,pos,23/04/2021
34762,1456,94,pos_1619158509271635094,0.01,2,pos,23/04/2021
42672,1458,125,pos_1619183076144720125,0.01,2,pos,23/04/2021
36578,1461,167,pos_1619164550731732167,0.01,2,pos,23/04/2021
2284,1466,70,pos_1619141348305505070,0.01,2,pos,23/04/2021
7009,1467,143,pos_1619163737172916143,0.01,2,pos,23/04/2021
20107,1468,50,pos_1619201171656698050,0.01,2,pos,23/04/2021
7224,1470,63,pos_1619181585959878063,0.01,2,pos,23/04/2021
35512,1471,20,pos_1619290486722277020,0.01,2,pos,24/04/2021
27840,1475,31,pos_1619255192111173031,0.01,2,pos,24/04/2021
3022,1477,166,pos_1619250400548213166,0.01,2,pos,24/04/2021
20352,1480,69,pos_1619294498224746069,0.01,2,pos,24/04/2021
39519,1493,171,pos_1619384803811817171,0.01,2,pos,25/04/2021
21805,1494,101,pos_1619327688503454101,0.01,2,pos,25/04/2021
32396,1496,160,pos_1619327221040672160,0.01,2,pos,25/04/2021
21464,1497,81,pos_1619353484289991081,0.01,2,pos,25/04/2021
17015,1503,34,pos_1619346550193688034,0.01,2,pos,25/04/2021
36053,1504,179,pos_1619364445210841179,0.01,2,pos,25/04/2021
29704,1509,160,pos_1619431378346911160,0.01,2,pos,26/04/2021
36126,1515,9,pos_1619455934391967009,0.01,2,pos,26/04/2021
15154,1516,73,pos_1619399628243043073,0.01,2,pos,26/04/2021
7510,1517,202,pos_1619474376132401202,0.01,2,pos,26/04/2021
28798,1518,88,pos_1619432897605292088,0.01,2,pos,26/04/2021
10741,1521,83,pos_1619524371590698083,0.01,2,pos,27/04/2021
47125,1527,212,pos_1619510814882776212,0.01,2,pos,27/04/2021
32849,1529,38,pos_1619553835976326038,0.01,2,pos,27/04/2021
5307,1530,51,pos_1619531103544986051,0.01,2,pos,27/04/2021
36118,1533,109,pos_1619533301064989109,0.01,2,pos,27/04/2021
18713,1534,176,pos_1619497641973599176,0.01,2,pos,27/04/2021
26909,1539,157,pos_1619605173683088157,0.01,2,pos,28/04/2021
42390,1541,88,pos_1619613064991104088,0.01,2,pos,28/04/2021
36902,1542,148,pos_1619584716343019148,0.01,2,pos,28/04/2021
1447,1544,45,pos_1619590401833431045,0.01,2,pos,28/04/2021
36890,1551,12,pos_1619644162732106012,0.01,2,pos,28/04/2021
44300,1552,17,pos_1619595382936676017,0.01,2,pos,28/04/2021
40934,1554,189,pos_1619594366308085189,0.01,2,pos,28/04/2021
43431,1562,68,pos_1619699480110052068,0.01,2,pos,29/04/2021
12861,1567,132,pos_1619712200526759132,0.01,2,pos,29/04/2021
33381,1569,5,pos_1619676977939045005,0.01,2,pos,29/04/2021
23511,1570,126,pos_1619702459071487126,0.01,2,pos,29/04/2021
43710,1573,104,pos_1619817986421631104,0.01,2,pos,30/04/2021
35069,1576,83,pos_1619788058125123083,0.01,2,pos,30/04/2021
29016,1577,42,pos_1619794544349491042,0.01,2,pos,30/04/2021
13601,1581,92,pos_1619773508341163092,0.01,2,pos,30/04/2021
28777,1584,162,pos_1619789668035526162,0.01,2,pos,30/04/2021
39146,1586,69,pos_1619800716120159069,0.01,2,pos,30/04/2021
13965,1593,51,pos_1619906266652657051,0.01,2,pos,1/5/2021
17709,1594,86,pos_1619865601284771086,0.01,2,pos,1/5/2021
14138,1596,57,pos_1619872034019195057,0.01,2,pos,1/5/2021
2054,1598,12,pos_1619881129538480012,0.01,2,pos,1/5/2021
22830,1603,225,pos_1619898028909236225,0.01,2,pos,1/5/2021
7784,1608,16,pos_1619889157348308016,0.01,2,pos,1/5/2021
2929,1610,157,pos_1619883606081606157,0.01,2,pos,1/5/2021
5873,1611,56,pos_1619954951591139056,0.01,2,pos,2/5/2021
25334,1615,37,pos_1619973548420524037,0.01,2,pos,2/5/2021
29146,1617,24,pos_1619949578130514024,0.01,2,pos,2/5/2021
45365,1619,77,pos_1619979353307468077,0.01,2,pos,2/5/2021
16992,1620,28,pos_1619969622696878028,0.01,2,pos,2/5/2021
21281,1623,137,pos_1619984432063888137,0.01,2,pos,2/5/2021
16610,1625,143,pos_1619916036436460143,0.01,2,pos,2/5/2021
47220,1626,272,pos_1619985215450212272,0.01,2,pos,2/5/2021
12178,1628,147,pos_1619970322218321147,0.01,2,pos,2/5/2021
6921,1629,158,pos_1619981830808017158,0.01,2,pos,2/5/2021
15562,1635,15,pos_1620053890839146015,0.01,2,pos,3/5/2021
11004,1637,47,pos_1620033738451405047,0.01,2,pos,3/5/2021
3981,1641,224,pos_1620072119649977224,0.01,2,pos,3/5/2021
4847,1643,216,pos_1620067227059833216,0.01,2,pos,3/5/2021
19573,1650,40,pos_1620105649751531040,0.01,2,pos,4/5/2021
43750,1652,35,pos_1620146948322862035,0.01,2,pos,4/5/2021
28033,1653,44,pos_1620144972675682044,0.01,2,pos,4/5/2021
20832,1654,20,pos_1620120466689470020,0.01,2,pos,4/5/2021
45665,1657,54,pos_1620112142607143054,0.01,2,pos,4/5/2021
22759,1658,46,pos_1620242177276777046,0.01,2,pos,5/5/2021
30476,1659,69,pos_1620215117702627069,0.01,2,pos,5/5/2021
20162,1660,5,pos_1620186712004744005,0.01,2,pos,5/5/2021
31441,1662,30,pos_1620218427658237030,0.01,2,pos,5/5/2021
1936,1663,83,pos_1620229932456786083,0.01,2,pos,5/5/2021
38827,1668,105,pos_1620204046779464105,0.01,2,pos,5/5/2021
27576,1670,5,pos_1620207523650482005,0.01,2,pos,5/5/2021
22188,1672,120,pos_1620204552677440120,0.01,2,pos,5/5/2021
831,1676,142,pos_1620245689743539142,0.01,2,pos,5/5/2021
19878,1680,60,pos_1620308832836926060,0.01,2,pos,6/5/2021
15849,1681,25,pos_1620328867184842025,0.01,2,pos,6/5/2021
24551,1687,153,pos_1620317535816352153,0.01,2,pos,6/5/2021
39761,1700,272,pos_1620378398397891272,0.01,2,pos,7/5/2021
13846,1701,183,pos_1620370769000850183,0.01,2,pos,7/5/2021
16885,1705,252,pos_1620408604153181252,0.01,2,pos,7/5/2021
32778,1706,93,pos_1620392097441364093,0.01,2,pos,7/5/2021
34049,1708,131,pos_1620388106480533131,0.01,2,pos,7/5/2021
26695,1709,18,pos_1620392639862359018,0.01,2,pos,7/5/2021
22437,1711,9,pos_1620401989353012009,0.01,2,pos,7/5/2021
26354,1716,84,pos_1620478583354443084,0.01,2,pos,8/5/2021
39764,1718,92,pos_1620452304778305092,0.01,2,pos,8/5/2021
7887,1720,84,pos_1620476579076469084,0.01,2,pos,8/5/2021
12699,1723,57,pos_1620488492755008057,0.01,2,pos,8/5/2021
30466,1725,71,pos_1620495594537067071,0.01,2,pos,8/5/2021
22392,1728,28,pos_1620464807106285028,0.01,2,pos,8/5/2021
34077,1730,210,pos_1620480691171609210,0.01,2,pos,8/5/2021
6569,1731,157,pos_1620461833605637157,0.01,2,pos,8/5/2021
30193,1732,114,pos_1620562410540079114,0.01,2,pos,9/5/2021
36478,1736,67,pos_1620556323832930067,0.01,2,pos,9/5/2021
16041,1737,7,pos_1620566446886898007,0.01,2,pos,9/5/2021
40640,1740,59,pos_1620538570306079059,0.01,2,pos,9/5/2021
35115,1744,5,pos_1620543012996552005,0.01,2,pos,9/5/2021
45740,1748,100,pos_1620552369165492100,0.01,2,pos,9/5/2021
34865,1751,46,pos_1620637340425919046,0.01,2,pos,10/5/2021
39289,1752,129,pos_1620651662583043129,0.01,2,pos,10/5/2021
43544,1758,275,pos_1620674112660295275,0.01,2,pos,10/5/2021
9756,1761,297,pos_1620630872479358297,0.01,2,pos,10/5/2021
29809,1769,125,pos_1620751498620774125,0.01,2,pos,11/5/2021
31388,1770,87,pos_1620729365746491087,0.01,2,pos,11/5/2021
30874,1773,197,pos_1620751745036273197,0.01,2,pos,11/5/2021
43476,1774,53,pos_1620719669962124053,0.01,2,pos,11/5/2021
10365,1775,68,pos_1620718694903602068,0.01,2,pos,11/5/2021
10539,1776,71,pos_1620755417931893071,0.01,2,pos,11/5/2021
35906,1778,105,pos_1620713876015137105,0.01,2,pos,11/5/2021
5531,1781,61,pos_1620742638373987061,0.01,2,pos,11/5/2021
31986,1783,104,pos_1620707493932665104,0.01,2,pos,11/5/2021
7776,1785,13,pos_1620737210163703013,0.01,2,pos,11/5/2021
18860,1788,100,pos_1620834618798280100,0.01,2,pos,12/5/2021
39299,1789,33,pos_1620806584418344033,0.01,2,pos,12/5/2021
39576,1792,51,pos_1620845231724289051,0.01,2,pos,12/5/2021
14145,1793,21,pos_1620840598721680021,0.01,2,pos,12/5/2021
17437,1794,157,pos_1620834483797390157,0.01,2,pos,12/5/2021
11233,1795,226,pos_1620802784932234226,0.01,2,pos,12/5/2021
21498,1798,189,pos_1620799106753716189,0.01,2,pos,12/5/2021
3804,1800,111,pos_1620813463315455111,0.01,2,pos,12/5/2021
31692,1804,173,pos_1620918019900767173,0.01,2,pos,13/05/2021
10865,1808,5,pos_1620924219810559005,0.01,2,pos,13/05/2021
31438,1810,125,pos_1620914528329645125,0.01,2,pos,13/05/2021
6619,1811,43,pos_1620938872896430043,0.01,2,pos,13/05/2021
15480,1812,170,pos_1620925562273366170,0.01,2,pos,13/05/2021
26266,1815,61,pos_1620929903382185061,0.01,2,pos,13/05/2021
13797,1816,117,pos_1620914143529114117,0.01,2,pos,13/05/2021
14472,1818,52,pos_1620926448928887052,0.01,2,pos,13/05/2021
15779,1820,12,pos_1620933037927783012,0.01,2,pos,13/05/2021
27720,1822,78,pos_1620914475518798078,0.01,2,pos,13/05/2021
6521,1826,22,pos_1621027491529443022,0.01,2,pos,14/05/2021
29082,1837,175,pos_1621011623374935175,0.01,2,pos,14/05/2021
36361,1842,137,pos_1621004852555878137,0.01,2,pos,14/05/2021
30553,1844,124,pos_1621086159518865124,0.01,2,pos,15/05/2021
5925,1845,10,pos_1621099499150654010,0.01,2,pos,15/05/2021
46160,1848,90,pos_1621100271206987090,0.01,2,pos,15/05/2021
33851,1849,176,pos_1621097771284305176,0.01,2,pos,15/05/2021
7515,1855,222,pos_1621052219885062222,0.01,2,pos,15/05/2021
14385,1860,185,pos_1621066478074424185,0.01,2,pos,15/05/2021
38846,1861,135,pos_1621091944618537135,0.01,2,pos,15/05/2021
16848,1863,146,pos_1621062175440169146,0.01,2,pos,15/05/2021
44664,1866,59,pos_1621197379468313059,0.01,2,pos,16/05/2021
32642,1867,90,pos_1621162128659597090,0.01,2,pos,16/05/2021
13944,1869,112,pos_1621137851435602112,0.01,2,pos,16/05/2021
2495,1871,149,pos_1621153442369797149,0.01,2,pos,16/05/2021
3792,1873,20,pos_1621175544315432020,0.01,2,pos,16/05/2021
18819,1876,115,pos_1621154831761171115,0.01,2,pos,16/05/2021
36050,1880,23,pos_1621149117243346023,0.01,2,pos,16/05/2021
35819,1881,55,pos_1621198801230189055,0.01,2,pos,16/05/2021
69,1883,91,pos_1621273548457255091,0.01,2,pos,17/05/2021
7448,1887,95,pos_1621266137638430095,0.01,2,pos,17/05/2021
22013,1889,185,pos_1621253556521679185,0.01,2,pos,17/05/2021
37748,1890,5,pos_1621262137036904005,0.01,2,pos,17/05/2021
34474,1892,66,pos_1621257967259887066,0.01,2,pos,17/05/2021
26868,1893,108,pos_1621228023124551108,0.01,2,pos,17/05/2021
41907,1895,37,pos_1621256637581831037,0.01,2,pos,17/05/2021
12969,1898,228,pos_1621298619667064228,0.01,2,pos,18/05/2021
3013,1903,67,pos_1621365559833456067,0.01,2,pos,18/05/2021
36537,1905,49,pos_1621323450600215049,0.01,2,pos,18/05/2021
3826,1906,55,pos_1621322131211221055,0.01,2,pos,18/05/2021
33916,1908,248,pos_1621327127568637248,0.01,2,pos,18/05/2021
45489,1910,21,pos_1621315662547212021,0.01,2,pos,18/05/2021
36574,1914,34,pos_1621346977444965034,0.01,2,pos,18/05/2021
35173,1916,200,pos_1621341358028267200,0.01,2,pos,18/05/2021
26742,1917,122,pos_1621332363718611122,0.01,2,pos,18/05/2021
3458,1918,11,pos_1621464397760058011,0.01,2,pos,19/05/2021
38527,1921,150,pos_1621431733218266150,0.01,2,pos,19/05/2021
7561,1922,56,pos_1621420448456371056,0.01,2,pos,19/05/2021
5018,1925,9,pos_1621443116491592009,0.01,2,pos,19/05/2021
26705,1927,32,pos_1621419967587154032,0.01,2,pos,19/05/2021
8963,1929,134,pos_1621454774742810134,0.01,2,pos,19/05/2021
29824,1932,108,pos_1621437703728088108,0.01,2,pos,19/05/2021
35760,1933,100,pos_1621422499325360100,0.01,2,pos,19/05/2021
32639,1934,210,pos_1621424611877155210,0.01,2,pos,19/05/2021
4,1935,39,pos_1621465065131486039,0.01,2,pos,19/05/2021
6010,1937,88,pos_1621519703036496088,0.01,2,pos,20/05/2021
38380,1938,11,pos_1621480685556299011,0.01,2,pos,20/05/2021
13576,1940,142,pos_1621504767539678142,0.01,2,pos,20/05/2021
33465,1947,121,pos_1621487952881173121,0.01,2,pos,20/05/2021
15735,1948,78,pos_1621509906472080078,0.01,2,pos,20/05/2021
33984,1951,40,pos_1621519861190242040,0.01,2,pos,20/05/2021
2081,1954,19,pos_1621556727772070019,0.01,2,pos,21/05/2021
45471,1955,86,pos_1621594515734904086,0.01,2,pos,21/05/2021
45186,1956,126,pos_1621577107605088126,0.01,2,pos,21/05/2021
15781,1959,131,pos_1621597526356455131,0.01,2,pos,21/05/2021
46885,1960,134,pos_1621597251802481134,0.01,2,pos,21/05/2021
46442,1962,10,pos_1621588342042487010,0.01,2,pos,21/05/2021
24322,1966,71,pos_1621622546009688071,0.01,2,pos,21/05/2021
30588,1968,69,pos_1621606590251590069,0.01,2,pos,21/05/2021
39182,1969,83,pos_1621597071164125083,0.01,2,pos,21/05/2021
19191,1975,280,pos_1621679554729603280,0.01,2,pos,22/05/2021
19352,1978,296,pos_1621694549777395296,0.01,2,pos,22/05/2021
23496,1980,12,pos_1621685414996849012,0.01,2,pos,22/05/2021
12484,1981,116,pos_1621672523855293116,0.01,2,pos,22/05/2021
36012,1984,13,pos_1621681715608999013,0.01,2,pos,22/05/2021
8272,1988,138,pos_1621688969621744138,0.01,2,pos,22/05/2021
23694,1992,30,pos_1621789842675121030,0.01,2,pos,23/05/2021
37212,1996,155,pos_1621804709054878155,0.01,2,pos,23/05/2021
25688,1998,75,pos_1621763724214145075,0.01,2,pos,23/05/2021
9870,2000,186,pos_1621752177165059186,0.01,2,pos,23/05/2021
17391,2001,5,pos_1621753458883580005,0.01,2,pos,23/05/2021
22769,2002,119,pos_1621771047063301119,0.01,2,pos,23/05/2021
9127,2006,23,pos_1621776898728300023,0.01,2,pos,23/05/2021
2993,2007,9,pos_1621781069806734009,0.01,2,pos,23/05/2021
8398,2014,103,pos_1621867492959586103,0.01,2,pos,24/05/2021
34697,2015,52,pos_1621842290184632052,0.01,2,pos,24/05/2021
15725,2016,42,pos_1621871649509199042,0.01,2,pos,24/05/2021
36563,2018,39,pos_1621851513083152039,0.01,2,pos,24/05/2021
8539,2021,228,pos_1621860037225296228,0.01,2,pos,24/05/2021
41268,2024,43,pos_1621848641913706043,0.01,2,pos,24/05/2021
43194,2029,5,pos_1621937679531935005,0.01,2,pos,25/05/2021
32464,2031,64,pos_1621953742466466064,0.01,2,pos,25/05/2021
45515,2032,37,pos_1621918952727339037,0.01,2,pos,25/05/2021
40353,2039,123,pos_1621901907720854123,0.01,2,pos,25/05/2021
22002,2041,143,pos_1621956166191668143,0.01,2,pos,25/05/2021
17426,2042,166,pos_1621930627030509166,0.01,2,pos,25/05/2021
35300,2046,240,pos_1622024407436678240,0.01,2,pos,26/05/2021
12472,2049,156,pos_1622044870655357156,0.01,2,pos,26/05/2021
39455,2053,224,pos_1622036144121297224,0.01,2,pos,26/05/2021
24186,2054,72,pos_1622023471767960072,0.01,2,pos,26/05/2021
10434,2056,83,pos_1622037904986538083,0.01,2,pos,26/05/2021
19337,2058,52,pos_1622022948638005052,0.01,2,pos,26/05/2021
39070,2059,117,pos_1622000117296412117,0.01,2,pos,26/05/2021
16280,2062,63,pos_1622002762226072063,0.01,2,pos,26/05/2021
868,2064,24,pos_1622083939858472024,0.01,2,pos,27/05/2021
23788,2065,31,pos_1622140461906783031,0.01,2,pos,27/05/2021
10151,2066,141,pos_1622133245549130141,0.01,2,pos,27/05/2021
3321,2069,14,pos_1622092781355470014,0.01,2,pos,27/05/2021
32231,2073,148,pos_1622127574626385148,0.01,2,pos,27/05/2021
8030,2076,245,pos_1622122928538298245,0.01,2,pos,27/05/2021
13854,2080,38,pos_1622127904722673038,0.01,2,pos,27/05/2021
28316,2081,51,pos_1622111123502599051,0.01,2,pos,27/05/2021
17046,2085,68,pos_1622191829357497068,0.01,2,pos,28/05/2021
12762,2086,53,pos_1622206981996485053,0.01,2,pos,28/05/2021
37887,2087,93,pos_1622198078028191093,0.01,2,pos,28/05/2021
35718,2090,12,pos_1622206064908796012,0.01,2,pos,28/05/2021
28043,2092,67,pos_1622163250585429067,0.01,2,pos,28/05/2021
40525,2093,320,pos_1622221016315216320,0.01,2,pos,28/05/2021
38998,2097,100,pos_1622181670926551100,0.01,2,pos,28/05/2021
35303,2099,31,pos_1622203115836120031,0.01,2,pos,28/05/2021
23462,2100,115,pos_1622178863543097115,0.01,2,pos,28/05/2021
37471,2102,5,pos_1622271537862832005,0.01,2,pos,29/05/2021
40409,2103,49,pos_1622307045041422049,0.01,2,pos,29/05/2021
31195,2123,123232323,pos_1622390415040108098,0.01,2,pos,30/05/2021
17691,2126,187,pos_1622385459393326187,0.01,2,pos,30/05/2021
7168,2134,73,pos_1622388207766863073,0.01,2,pos,30/05/2021
21455,2135,206,pos_1622393616326760206,0.01,2,pos,30/05/2021
9936,2136,131,pos_1622373169892213131,0.01,2,pos,30/05/2021
